,default,data_uid,duration_in_month,credit_amount,Balance,Payment_Delay,installment_as_income_perc,age,States,Zipcode,Date,GDP,purpose_da,purpose_car,purpose_rep,purpose_bns,purpose_vac,purpose_edu,personal_status_sex_male,personal_status_sex_female,other_debtors_gnt,savings_.. >= 1000 DM ,savings_... < 100 DM,savings_100 <= ... < 500 DM,savings_500 <= ... < 1000 DM ,savings_unknown/ no savings account,present_emp_since_.. >= 7 years,present_emp_since_... < 1 year ,present_emp_since_1 <= ... < 4 years,present_emp_since_4 <= ... < 7 years,present_emp_since_unemployed,property_if not A121 : building society savings agreement/ life insurance,"property_if not A121/A122 : car or other, not in attribute 6",property_real estate,property_unknown / no property,other_installment_plans_bank,other_installment_plans_none,other_installment_plans_stores,housing_for free,housing_own,housing_rent,job_management/ self-employed/ highly qualified employee/ officer,job_skilled employee / official,job_unemployed/ unskilled - non-resident,job_unskilled - resident,foreign_worker_no,foreign_worker_yes
979,1,prj01-ds01-raw-0000980,15,1264,695,2,2,25,Georgia,30002,10/25/2016,2.85,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
101,0,prj01-ds01-raw-0000102,36,2323,1115,0,4,24,Wyoming,82601,1/30/2016,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
954,0,prj01-ds01-raw-0000955,12,1893,909,1,4,29,Oklahoma,73001,6/6/2013,0.99,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
158,0,prj01-ds01-raw-0000159,24,3512,1686,0,2,38,Colorado,80019,5/11/2013,1.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
669,0,prj01-ds01-raw-0000670,30,3017,1599,2,4,47,Connecticut,6001,2/3/2013,1.43,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
84,0,prj01-ds01-raw-0000085,10,2315,1111,0,3,52,North Carolina,27007,9/28/2012,2.81,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
756,0,prj01-ds01-raw-0000757,6,1299,688,0,1,74,Tennessee,37010,1/1/2011,1.78,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
464,0,prj01-ds01-raw-0000465,18,1950,936,0,4,34,Colorado,80019,9/15/2014,1.75,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
628,0,prj01-ds01-raw-0000629,42,4042,2142,2,4,36,Kansas,66104,11/16/2014,0.83,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
769,0,prj01-ds01-raw-0000770,12,1655,877,0,2,63,California,90001,11/8/2015,14.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
596,1,prj01-ds01-raw-0000597,24,1442,793,3,4,23,Ohio,43002,10/13/2010,3.39,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
584,0,prj01-ds01-raw-0000585,12,2133,1024,0,4,52,Minnesota,55001,2/3/2015,1.82,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
739,1,prj01-ds01-raw-0000740,30,4280,2354,5,4,26,Missouri,63102,4/29/2012,1.63,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
863,0,prj01-ds01-raw-0000864,27,4526,2399,2,4,32,Washington,98001,11/4/2016,2.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
333,1,prj01-ds01-raw-0000334,48,11590,6375,5,2,24,Nebraska,68001,10/15/2014,0.62,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
436,0,prj01-ds01-raw-0000437,6,660,317,0,2,23,Nevada,89001,6/21/2010,0.8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
44,1,prj01-ds01-raw-0000045,48,6143,3379,5,4,58,Utah,84101,6/13/2016,0.85,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
774,0,prj01-ds01-raw-0000775,12,1480,784,1,2,66,Florida,32004,7/29/2013,5.02,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
378,1,prj01-ds01-raw-0000379,36,14318,7875,3,4,57,Massachusetts,1001,5/25/2011,2.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
958,1,prj01-ds01-raw-0000959,28,4006,2203,4,3,45,South Carolina,29401,7/30/2016,1.14,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
775,1,prj01-ds01-raw-0000776,24,1371,754,3,4,25,Georgia,30002,2/19/2011,2.85,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
471,1,prj01-ds01-raw-0000472,6,448,246,0,4,23,Idaho,83201,10/19/2016,0.36,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
675,0,prj01-ds01-raw-0000676,30,4530,2401,2,4,26,Idaho,83201,9/23/2016,0.36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
618,1,prj01-ds01-raw-0000619,30,3441,1893,4,2,21,Connecticut,6001,7/4/2014,1.43,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
344,0,prj01-ds01-raw-0000345,10,3949,1896,1,1,37,Pennsylvania,15005,5/6/2012,3.93,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
611,1,prj01-ds01-raw-0000612,10,1240,682,2,1,48,Wyoming,82601,12/9/2014,0.21,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
293,0,prj01-ds01-raw-0000294,42,4796,2542,2,4,56,Pennsylvania,15005,6/9/2014,3.93,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
549,0,prj01-ds01-raw-0000550,48,8858,4695,3,2,35,Rhode Island,2801,10/17/2012,0.31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
301,1,prj01-ds01-raw-0000302,36,3804,2092,4,4,42,Virginia,20103,1/27/2015,2.68,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
285,0,prj01-ds01-raw-0000286,47,10722,5147,0,1,35,New Jersey,7002,9/8/2014,3.15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
321,1,prj01-ds01-raw-0000322,24,1938,1145,12,4,32,Iowa,50001,6/3/2014,0.97,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
108,0,prj01-ds01-raw-0000109,24,7721,3706,0,1,30,Connecticut,6001,1/1/2010,1.43,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
882,0,prj01-ds01-raw-0000883,30,2181,1156,1,4,36,Iowa,50001,8/3/2015,0.97,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
221,0,prj01-ds01-raw-0000222,12,1200,576,0,4,23,Kentucky,40003,12/28/2016,1.07,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
43,0,prj01-ds01-raw-0000044,30,6187,3279,2,1,24,Texas,73301,3/19/2016,8.76,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
536,0,prj01-ds01-raw-0000537,6,1374,660,0,4,75,Montana,59801,3/11/2013,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
401,0,prj01-ds01-raw-0000402,18,1887,1000,1,4,28,Utah,84101,6/16/2013,0.85,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
875,0,prj01-ds01-raw-0000876,11,1322,701,1,4,40,District of Columbia,20001,1/23/2012,0.69,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
419,1,prj01-ds01-raw-0000420,18,1042,573,2,4,33,Hawaii,96701,8/2/2015,0.45,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
189,0,prj01-ds01-raw-0000190,18,3244,1460,1,1,33,Oklahoma,73001,3/10/2015,0.99,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
179,0,prj01-ds01-raw-0000180,21,1571,833,1,4,65,Montana,59801,11/1/2014,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
336,0,prj01-ds01-raw-0000337,13,2101,1008,0,2,23,New Jersey,7002,4/20/2012,3.15,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
248,0,prj01-ds01-raw-0000249,24,1925,924,0,2,26,Utah,84101,8/18/2014,0.85,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
307,1,prj01-ds01-raw-0000308,12,727,356,1,4,33,Alaska,99501,3/29/2012,0.27,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
843,0,prj01-ds01-raw-0000844,24,1559,702,0,4,50,Nebraska,68001,1/19/2015,0.62,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
204,0,prj01-ds01-raw-0000205,12,1495,792,1,4,38,Alabama,35007,6/1/2011,1.11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
173,0,prj01-ds01-raw-0000174,8,1414,679,0,4,33,Maryland,20601,7/20/2015,2.05,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
180,1,prj01-ds01-raw-0000181,36,9572,5743,4,1,28,Nebraska,68001,9/17/2014,0.62,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
209,0,prj01-ds01-raw-0000210,12,1413,678,0,3,55,Colorado,80019,8/25/2015,1.75,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
86,0,prj01-ds01-raw-0000087,18,1295,686,1,4,27,Ohio,43002,9/8/2013,3.39,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
465,0,prj01-ds01-raw-0000466,24,2924,1404,0,3,63,Connecticut,6001,3/18/2014,1.43,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
432,0,prj01-ds01-raw-0000433,6,1872,992,0,4,36,Mississippi,38601,3/8/2016,0.58,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
351,1,prj01-ds01-raw-0000352,9,959,500,1,1,29,Vermont,5001,6/30/2012,0.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
824,0,prj01-ds01-raw-0000825,18,3780,2003,1,3,35,District of Columbia,20001,11/26/2010,0.69,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
462,0,prj01-ds01-raw-0000463,12,3017,1448,0,3,34,Arkansas,71630,1/13/2012,0.65,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
430,0,prj01-ds01-raw-0000431,5,3448,1655,0,1,74,Michigan,48002,11/17/2014,2.64,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
694,0,prj01-ds01-raw-0000695,24,2284,1096,0,4,28,New Mexico,87001,12/26/2011,0.51,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
893,0,prj01-ds01-raw-0000894,36,5800,3074,2,3,34,Montana,59801,7/11/2016,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
334,1,prj01-ds01-raw-0000335,24,4110,2261,3,3,23,Nevada,89001,4/26/2012,0.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
652,1,prj01-ds01-raw-0000653,24,2303,1267,3,4,45,South Carolina,29401,7/5/2012,1.14,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
137,1,prj01-ds01-raw-0000138,12,766,345,1,4,66,Ohio,43002,2/9/2016,3.39,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
916,0,prj01-ds01-raw-0000917,10,2848,1367,0,1,32,Wisconsin,53001,8/10/2010,1.68,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
846,1,prj01-ds01-raw-0000847,18,6761,3719,3,2,68,New Jersey,7002,8/30/2014,3.15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
973,1,prj01-ds01-raw-0000974,60,7297,3284,5,4,36,California,90001,7/3/2014,14.1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
864,1,prj01-ds01-raw-0000865,10,2210,1216,1,2,25,West Virginia,24811,10/9/2013,0.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
790,1,prj01-ds01-raw-0000791,21,1188,535,3,2,39,Missouri,63102,12/11/2016,1.63,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
625,0,prj01-ds01-raw-0000626,15,1979,950,0,4,35,Illinois,60002,1/17/2012,4.29,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
933,0,prj01-ds01-raw-0000934,12,522,277,0,4,42,Iowa,50001,7/27/2015,0.97,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
358,0,prj01-ds01-raw-0000359,12,776,372,0,4,28,Alaska,99501,4/4/2012,0.27,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
822,1,prj01-ds01-raw-0000823,36,2712,1492,3,2,41,Connecticut,6001,3/6/2014,1.43,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
272,0,prj01-ds01-raw-0000273,48,12169,5476,1,4,36,Kentucky,40003,7/26/2010,1.07,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
258,0,prj01-ds01-raw-0000259,15,3812,1830,0,1,23,Arkansas,71630,7/7/2010,0.65,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
925,1,prj01-ds01-raw-0000926,12,697,383,2,4,46,Delaware,19706,10/9/2014,0.38,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
317,0,prj01-ds01-raw-0000318,24,4351,2088,0,1,48,Hawaii,96701,10/11/2014,0.45,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
559,1,prj01-ds01-raw-0000560,18,1928,1060,3,2,31,Wisconsin,53001,11/25/2010,1.68,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
304,1,prj01-ds01-raw-0000305,48,10127,5570,5,2,44,Wisconsin,53001,8/7/2015,1.68,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
577,0,prj01-ds01-raw-0000578,24,1927,1021,1,3,33,Kansas,66104,4/21/2014,0.83,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
369,0,prj01-ds01-raw-0000370,18,3001,1440,1,2,40,Idaho,83201,3/26/2016,0.36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
949,1,prj01-ds01-raw-0000950,24,3621,1992,3,2,31,New Mexico,87001,8/16/2010,0.51,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
371,0,prj01-ds01-raw-0000372,18,6070,3217,1,3,33,Indiana,46001,8/27/2014,1.85,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
894,0,prj01-ds01-raw-0000895,18,1169,620,1,4,29,Nebraska,68001,10/4/2013,0.62,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
394,0,prj01-ds01-raw-0000395,9,2406,1275,0,2,31,Oregon,97201,11/4/2016,1.23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
555,1,prj01-ds01-raw-0000556,12,1331,732,1,2,22,Vermont,5001,10/15/2016,0.17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
257,1,prj01-ds01-raw-0000258,12,2149,1182,1,4,29,Arizona,85001,6/14/2013,1.64,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
734,0,prj01-ds01-raw-0000735,4,3380,1791,0,1,37,Maryland,20601,8/31/2015,2.05,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
273,1,prj01-ds01-raw-0000274,48,3060,1896,5,4,28,Louisiana,70001,2/20/2016,1.27,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
478,0,prj01-ds01-raw-0000479,12,1037,498,0,3,39,Maine,3901,4/14/2016,0.32,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
543,1,prj01-ds01-raw-0000544,18,2864,1575,2,2,34,North Carolina,27007,4/11/2013,2.81,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
936,1,prj01-ds01-raw-0000937,9,745,410,0,3,28,Louisiana,70001,7/19/2013,1.27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
415,0,prj01-ds01-raw-0000416,36,5842,3096,2,2,35,Delaware,19706,2/25/2016,0.38,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
705,0,prj01-ds01-raw-0000706,15,5324,2556,0,1,35,Tennessee,37010,8/9/2015,1.78,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
811,0,prj01-ds01-raw-0000812,6,484,232,0,3,28,Virginia,20103,9/30/2011,2.68,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
160,0,prj01-ds01-raw-0000161,24,2872,1522,2,3,36,Delaware,19706,11/17/2014,0.38,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
168,0,prj01-ds01-raw-0000169,24,3972,1907,0,2,25,Iowa,50001,6/11/2013,0.97,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
340,0,prj01-ds01-raw-0000341,24,5743,3044,1,2,24,North Dakota,58103,3/31/2012,0.28,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
724,1,prj01-ds01-raw-0000725,27,2570,1414,3,3,21,Georgia,30002,4/24/2015,2.85,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
903,0,prj01-ds01-raw-0000904,15,1386,665,0,4,40,Oklahoma,73001,7/5/2016,0.99,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
960,0,prj01-ds01-raw-0000961,6,1740,922,0,2,30,Tennessee,37010,6/22/2016,1.78,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
853,1,prj01-ds01-raw-0000854,18,1442,793,2,4,32,Oregon,97201,7/2/2012,1.23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
841,0,prj01-ds01-raw-0000842,21,2993,1197,3,3,28,Missouri,63102,4/27/2014,1.63,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
94,0,prj01-ds01-raw-0000095,12,1318,633,0,4,54,Texas,73301,7/18/2011,8.76,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
620,0,prj01-ds01-raw-0000621,21,3652,1936,1,2,27,District of Columbia,20001,1/29/2015,0.69,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
132,0,prj01-ds01-raw-0000133,15,2708,1300,1,2,27,New Jersey,7002,12/29/2010,3.15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
569,1,prj01-ds01-raw-0000570,48,6758,3717,5,3,31,District of Columbia,20001,8/14/2015,0.69,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
210,0,prj01-ds01-raw-0000211,9,3074,1629,0,1,33,Connecticut,6001,5/20/2010,1.43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
829,0,prj01-ds01-raw-0000830,48,6681,2672,5,4,38,Illinois,60002,1/19/2015,4.29,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
171,0,prj01-ds01-raw-0000172,12,1763,846,1,4,26,Louisiana,70001,7/8/2016,1.27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
429,1,prj01-ds01-raw-0000430,18,1190,655,3,2,55,Massachusetts,1001,1/26/2014,2.75,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
311,0,prj01-ds01-raw-0000312,24,5511,2645,1,4,25,Colorado,80019,6/4/2013,1.75,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
698,0,prj01-ds01-raw-0000699,18,1800,954,0,4,24,Ohio,43002,7/17/2011,3.39,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
